m_dot_hot,m_dot_cold,T_hot_in,T_cold_in,R_f_hot,R_f_cold,T_hot_out,T_cold_out,Q_actual,U_overall,NTU,epsilon,h_hot,h_cold,error,iteration,D_f_o,D_f_i,V_max_f,V_f,M_dot_flue_f,M_dot_water_f,run_id,noise_applied,noise_T_hot_out,delta_T_hot_out,noise_T_cold_out,delta_T_cold_out,noise_Q_actual,delta_Q_actual,noise_U_overall,delta_U_overall,noise_h_hot,delta_h_hot,noise_h_cold,delta_h_cold
4.053968809066348,2.100210031853728,199.40731269055163,21.070206040015158,4.7673547087622454e-05,5.292247283731833e-05,211.701309439435,15.242606593105577,-51135.305822063354,18.17514186093196,0.06863883799562827,-0.06893684090644281,22.986199969723273,111.15297274156157,6.644128518473735e-07,25,0.00010964915830153164,0.00012172168752583215,37.12007258215365,0.06880529052881908,27.69157414628662,68.50942777954515,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.006807738734541,2.3470212242090827,199.1042269327011,23.543191447270523,5.0002715134963115e-05,5.5889088657931006e-05,211.3219929856368,18.421042336785263,-50227.049799795626,18.07035699165902,0.06904635308077894,-0.06959269760031472,22.817953128665973,111.22980242652059,6.621410477691825e-07,25,0.00011500624481041516,0.00012854490391324132,36.69888533699059,0.07699744043597563,27.377368461394983,76.66635144210095,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.0509138245473055,2.3808467076028483,204.87001535891707,20.541304187765025,5.2167040160775974e-05,5.753863485447942e-05,217.62820577978786,15.210538722448897,-53026.07053086744,18.16963035170048,0.06866977173211448,-0.06921434181257102,22.97642256702369,111.27256848813859,6.782469483823661e-07,25,0.00011998419236978473,0.00013233886016530267,37.11286624161167,0.0781672079605978,27.686198216242307,77.83108896636723,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.272486286308795,2.169458663180934,199.40930354118302,20.13994776033532,5.43067505918513e-05,5.938105821376898e-05,211.43593660897156,14.323574303029856,-52719.59909876188,18.656871789253298,0.06685450320224405,-0.06708694308295948,23.76091656096182,111.32037396962585,6.564448256085598e-07,25,0.000124905526361258,0.00013657643389166865,39.153269706307654,0.07128819731480812,29.20833920090551,70.98165806635444,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.195852793941147,2.180641674204464,196.32150854590256,24.15306053323757,5.697469405478671e-05,6.25135701793851e-05,207.98749365929476,18.640716958712115,-50221.42389413716,18.491365373862468,0.06747163792371638,-0.06775913501023156,23.492223091443076,111.4017478255842,6.456967014401016e-07,25,0.00013104179632600943,0.00014378121141258573,38.46379924489673,0.0717604671085344,28.69399423669296,71.45189709996771,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.011800089018899,2.3500554833470453,202.85224084863398,21.085124044062685,5.930770684998115e-05,6.465742948596612e-05,215.49560531428355,15.784795989235807,-52041.4396066999,18.083956674942726,0.0690123300216726,-0.06955804046362912,22.83823686372141,111.45750786982825,6.748248608801077e-07,25,0.00013640772575495663,0.00014871208781772207,36.78728562449105,0.07741296687449806,27.443315075870323,77.08009111693772,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.177067558442302,2.428182307975467,202.42313429676844,20.933434890840985,6.089346020654969e-05,6.645119392676151e-05,214.78832398322663,15.709834844014571,-52993.13874331546,18.45139909565273,0.06762858790055465,-0.06813163351382112,23.42694769713194,111.504205138643,6.66534589299772e-07,25,0.00014005495847506426,0.00015283774603155146,38.31034039069753,0.08005357343511998,28.57951393146036,79.70934306934898,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.2679040717184495,2.216869856344152,198.0310268342605,23.986339239007826,6.284775706948656e-05,6.97037077813665e-05,209.72353748055468,18.458426862671665,-51199.979154624474,18.650329363425875,0.0669028121037437,-0.06718108324849048,23.74715615865245,111.58897806936268,6.464871944444894e-07,25,0.00014454984125981908,0.00016031852789714292,39.153020152453614,0.07319808829164173,29.208153033730397,72.88333651198768,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.0607549707481825,2.061704250985568,201.96643352237055,24.445243082596228,6.49758154243037e-05,7.328640013512465e-05,214.19060587487124,18.53263887815148,-50929.992228435905,18.196584585539153,0.06860497528754018,-0.06886035589451422,23.01491109697887,111.6825060297476,6.623319279697171e-07,25,0.00014944437547589852,0.00016855872031078668,37.26258820782609,0.06818888785745428,27.797890803038264,67.89567563966723,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.182776398618596,2.0746876613309126,196.10706449181583,24.162221944472687,6.681922078906127e-05,7.698465109630927e-05,207.7631664622432,18.39131345097116,-50022.494795561994,18.46779366171466,0.0675962931933833,-0.06778977373059614,23.44871444928227,111.77921529453184,6.454021388435649e-07,25,0.0001536842078148409,0.0001770646975215113,38.391147356222525,0.06873719046832047,28.639795927742004,68.44162054930669,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.046531712662067,2.389094686539759,200.85428577737613,21.706112053973925,6.877660488903218e-05,7.840530642996699e-05,213.26683463370819,16.5432623561072,-51533.69466924985,18.16649466035699,0.06873227253576296,-0.0692864939583282,22.965107425366913,111.81640997422339,6.679460113900859e-07,25,0.000158186191244774,0.00018033220478892405,37.14974692002905,0.079206603659513,27.71371120234167,78.8660152637771,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.2212164596242365,2.31763359312158,198.1103947574158,20.51306501714205,6.990487940566075e-05,8.029140200678278e-05,210.13023088852572,15.136928135368494,-52057.52670171163,18.552780925211085,0.06728897451995117,-0.06768027508458752,23.585097113545192,111.8658287726251,6.562422640854493e-07,25,0.0001607812226330197,0.00018467022461560038,38.75894378650167,0.07690535940828855,28.91417206473024,76.5746663628329,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.177254480339364,2.3590716102565663,200.83795530753568,21.461837151199898,7.160021055707257e-05,8.345602810584557e-05,213.05345414246167,16.1500588433923,-52353.955665957015,18.457893864207605,0.06764936543055815,-0.06809991742757826,23.430519673934896,111.94884537682256,6.62073460944157e-07,25,0.0001646804842812669,0.0001919488646434448,38.363439963144025,0.07839661326211661,28.61912621250544,78.05950782508951,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.031607420093693,2.1805502149692684,200.31835651766247,22.678980826810275,7.339253150048565e-05,8.688739355811119e-05,212.62179069241125,17.092768758469497,-50892.284540851855,18.13614465092007,0.06887145393481456,-0.06926073753017792,22.912956648728994,112.03899861020334,6.646941415056062e-07,25,0.000168802822451117,0.00019984100518365572,37.0341580458509,0.07258075295329658,27.627481902204774,72.2686557155974,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.282918615400428,2.348849763442754,199.82500727480289,20.77749226831712,7.440417344426549e-05,8.94610431490204e-05,213.73129399001147,14.973641743949122,-52215.11926580621,18.870698859173682,0.06681059656173234,-0.06719159148660903,23.94607894422317,116.11434395996918,6.56559677736368e-07,25,0.00017112959892181062,0.0002057603992427469,39.34768548731171,0.07827722323228405,29.35337337353453,77.94063117238524,0,1,1,1.875799230200293,1,-0.4168535290266058,1,650.145104926662,1,0.18055451945420967,1,0.1431086510013128,1,4.007631774256787
4.290337380616268,2.0623837003719747,200.09638540065342,20.334362786846082,7.730021765904797e-05,9.201324608704464e-05,212.1176235247974,14.193207166927426,-52916.12163472224,18.70686764259711,0.06675474549031467,-0.06687306890159928,23.829762600877466,112.17394236967748,6.56284043998312e-07,25,0.0001777905006158103,0.00021163046600020265,39.430177292879705,0.06881298140530646,29.41491226048826,68.51708558526366,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.070629672425589,2.0521978831635295,203.53393898854523,22.54463445001641,7.932948094182335e-05,9.581974542384044e-05,215.98435984817337,16.47999040198843,-51998.75995260887,18.22652547279898,0.0685511601480949,-0.0687909204987176,23.05406568313587,112.27436320702789,6.690746658932767e-07,25,0.0001824578061661937,0.00022038541447483298,37.420502377545,0.06859577644571682,27.915694773648568,68.30081460700025,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.248456740986513,2.226043923321439,202.57743898724013,22.45164311380687,8.141174682030469e-05,9.711048739553776e-05,221.2021031397465,16.870960572465805,-52954.21549155218,18.663514290798116,0.06709252632672374,-0.06739064911390313,23.764835071635012,112.75880126761733,6.597875028546696e-07,25,0.00018724701768670077,0.00022335412100973683,39.06545791378298,0.07445186477725751,29.142831603682104,74.13172175871532,0,1,1,6.485869846437278,1,0.10852724639644203,1,-42.22328956052502,1,0.04552271269086961,1,0.08071031669877204,1,0.45034562849356996
4.014280577601802,2.4124724966105267,198.45466824984948,24.25102469647882,8.421026218768631e-05,9.940279914180115e-05,204.588338446004,19.32339677252856,-49348.1758010058,17.275215173621163,0.06903530160580335,-0.06962848030533442,22.261923749876757,109.89125531760162,6.595115280561004e-07,25,0.0001936836030316785,0.00022862643802614262,36.92515835921443,0.08077421712700691,27.54616813597396,80.42688799336078,0,1,1,-5.995864768118848,1,0.02879582374398815,1,609.1560936017769,1,-0.8259459626383887,1,-0.5919271958827407,1,-2.4777983303892546
4.065451308243254,2.388266780569707,197.32695113145445,22.549936293732948,8.578725408435048e-05,0.00010217472550804722,206.045986242223,17.482591874915048,-51810.13017692652,18.160392769059165,0.06860204006906505,-0.06914431366310936,23.047176807907768,113.70819033611656,6.581794309568068e-07,25,0.0001973106843940061,0.00023500186866850858,37.403275671244046,0.08006821174842757,27.902843650748057,79.72391843790933,0,1,1,-3.365801624272787,1,-0.015550350311742001,1,-1402.4266643727062,1,-0.05645707060310967,1,0.009776805175493493,1,1.2657725053326072
4.0315434772527095,2.3557873978011203,195.70742460396787,22.181945602266268,8.802551654099074e-05,0.00010548271064109961,207.7559651504512,17.11847116108535,-49837.14464190504,18.14210837124976,0.06889519368435484,-0.0694338411615345,22.916796370109935,112.53009528013548,6.57097729117595e-07,25,0.00020245868804427868,0.0002426102344745291,37.101774764937076,0.07910253605279646,27.677923974643058,78.76239514776944,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.1784139355451035,2.3575065321940194,202.80371523242098,23.901075360576048,8.90392090930836e-05,0.00010885041669136131,214.99092896481002,18.59660643924046,-52247.22751094791,18.469413139375703,0.06767280078410969,-0.06812204527065235,23.439570250718237,112.61949619021141,6.612304730424512e-07,25,0.00020479018091409227,0.000250355958390131,38.45831818912097,0.07928609071761482,28.689905369084244,78.94516052752907,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.000828855199788,2.0811457252548684,201.2602089634721,21.482503132469937,9.080960121451656e-05,0.00011145125933885657,213.75164362590644,15.585399928372068,-51275.470638558196,18.075262397966693,0.06916830816291658,-0.06948266807997183,22.80743763140621,112.68863681174506,6.702969983507501e-07,25,0.00020886208279338807,0.0002563378964793701,36.832038390732336,0.07007767454901137,27.476700639486324,69.77634054845062,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.06426201664724,2.33222522970892,199.09310313557046,23.85038672772442,9.21190765089555e-05,0.00011534181336108739,219.05834108241288,19.03565798646194,-50097.976919636065,18.012276365710754,0.06863099417736748,-0.06913038988809883,23.15286914694832,115.82619150745658,6.590663303995825e-07,25,0.00021187387597059764,0.00026528617073050097,37.42219222948892,0.07867662671295031,27.916955403198735,78.33831721808463,0,1,1,7.85064063651849,1,0.36967860294119653,1,419.08011576879676,1,-0.2069307224896689,1,0.11790151609858715,1,3.033969850295153
4.24953631720786,2.135767920894986,201.4331782112299,22.58393784520986,9.36372796727953e-05,0.00011752476825003804,213.47445787115512,16.700393188131088,-52500.271456241775,18.62799986217419,0.06711153884559476,-0.06732642327852445,23.691502438412662,112.85042562731678,6.568813262219919e-07,25,0.00021536574324742917,0.00027030696697508746,39.13562647757859,0.07212360096376823,29.19517735227363,71.81346947962402,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.273818492817062,2.199104525934164,200.83423878796657,22.61773500450253,9.474168243958852e-05,0.00012016972766309599,212.80727319798763,16.903562365339887,-52501.010849476756,18.681712369296427,0.06692264903826592,-0.06718252325591845,23.777030355566286,112.92102852645601,6.548474402734428e-07,25,0.00021790586961105356,0.00027639037362512075,39.36473932926983,0.07435539117265967,29.366095539635293,74.03566299061723,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.062536119666375,2.389091999542065,204.60456964251034,23.455700778599752,9.647337776587195e-05,0.00012324233565961834,217.14044457910677,18.220926772236066,-52251.55828430352,18.218286549453005,0.06865668174324668,-0.06920206024589692,23.03007108947077,113.00315781436976,6.716214215884975e-07,25,0.00022188876886150547,0.00028345737201712217,37.42687282916066,0.08089673121435569,27.92044713055385,80.54887527013396,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.178879670081526,2.4030782032238625,198.5062024410287,20.35658996687114,9.924466382111731e-05,0.00012454821829769092,210.65148106059286,15.170042355168253,-52073.25301645252,18.476158436742693,0.06768997100960075,-0.06817460027495681,23.444236483623882,113.0380995980805,6.599807420570869e-07,25,0.0002282627267885698,0.0002864609020846891,38.512198305235806,0.08142064514714317,28.730099935705912,81.07053637301047,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.233484553539279,2.329436174653818,195.28711231155486,24.70526060329709,0.0001005209140797335,0.00012705805296371465,206.82644746429335,19.555264783838386,-50121.7386525392,18.596515561783338,0.06725214096255919,-0.06764690989797639,23.637155848205218,113.10531649762767,6.419221847409062e-07,25,0.00023119810238338704,0.0002922335218165437,39.02173088640657,0.07901941208543996,29.1102112412593,78.67962861347257,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.117856313197086,2.3703883900126628,195.93819329181653,24.22995681368116,0.00010243934012931627,0.0001284636060179221,204.6601932800331,18.792335971907068,-50575.481209357524,18.136005122723372,0.06819762829031972,-0.06869419052307313,23.02411698682776,109.02438681312726,6.495522768545925e-07,25,0.00023561048229742742,0.00029546629384122076,37.9651545930372,0.08046217833515186,28.32200532640575,80.1161909683107,0,1,1,-3.073358322793342,1,-0.4056080047010155,1,-741.0291640708182,1,-0.20689256392193842,1,-0.20480641681680314,1,-4.118607301384125
4.00424158640565,2.3759611320335123,203.22852988280312,23.394783055454738,0.00010540994159923368,0.00013228088172230926,215.76998803594375,18.204298555999884,-51524.72302653726,18.090178786003527,0.06916638911057103,-0.06973918062876838,22.82394713087357,113.24544776677412,6.717878022755031e-07,25,0.00024244286567823745,0.00030424602796131126,36.93155883224063,0.08079747304492423,27.550942888851512,80.45004391083106,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.131983664567476,2.014010150675057,204.44997707883047,23.510652999178024,0.00010840515327309156,0.00013448894886355163,216.79895487972271,17.288984379415453,-52352.4446856254,18.376067909149825,0.06808736191096275,-0.06824927562709382,23.280908601089898,113.30479586637155,6.660514486611646e-07,25,0.00024933185252811054,0.00030932458238616873,38.12420980692134,0.06856069011052324,28.440660515963323,68.265879143048,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.25702977679113,2.353717300118615,197.83994130329216,22.392901947447825,0.00011106931531161826,0.00013723344224150113,209.67848086700997,17.134794657487618,-51707.337837814724,18.650881192869864,0.0670756954063356,-0.06747642825540479,23.723157403890443,113.37864871517077,6.508391834358918e-07,25,0.000255459425216722,0.00031563691715545255,39.291239889315534,0.08022944587668973,29.31126495742939,79.88445925941996,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4.160063398665567,2.358120445343983,204.77378447837552,20.33396772181945,0.00011289799443205656,0.00013903898054915516,212.95391900926555,14.663842541320834,-53163.99723107458,18.971582869797476,0.06786117606661413,-0.06832264763528562,22.880730858931535,111.7310356363308,6.73574703569102e-07,25,0.00025966538719373006,0.0003197896552630568,38.405181488910976,0.0804485119121198,28.65026539072759,80.10258331089769,0,1,1,-4.421282079284786,1,-0.2108842597349109,1,621.6847725444826,1,0.5320967016894186,1,-0.5011147914143712,1,-1.696251674318829
4.144426291107026,2.06711294998319,199.34683602854653,24.61135046462043,0.00011466578070562316,0.00014269630046178424,215.7756876989165,19.284576654341407,-49730.218851074525,18.256012235819856,0.06799517235761343,-0.06820517166793727,23.22609635983266,114.35699206499251,6.532032159611845e-07,25,0.00026373129562293326,0.0003282014910621037,38.269414317592776,0.0706433599766641,28.54898308092421,70.33959352876444,0,1,1,4.510987881002012,1,0.5410566195301242,1,946.6995799991369,1,-0.15043553432873355,1,-0.1008907622140066,1,0.8310538451963694
